candidate_id,paper_title,authors,year,doi,source_seed_count,source_seed_notes,source_seed_pdfs,mentions,max_title_keyword_score,max_context_score,confidence,relevance_signals,status,next_action,download_status,downloaded_pdf,resolved_url,source_channel,error
pending-ref-156,Laplacian eigenmaps and spectral techniques for embedding and clustering,M. Belkin and P. Niyogi,2002,,1,papers/notes/2021-quantitative-survey-dr-techniques.md,papers/raw/Toward_a_Quantitative_Survey_of_Dimension_Reduction_Techniques (1).pdf,1,2,1,high,title_keywords=2; body_citation_context=1,missing,collect_pdf,missing,,https://doi.org/10.7551/mitpress/1120.003.0080,openalex_title,http_403
pending-ref-157,Nmap: A novel neighborhood preservation space-ﬁlling algorithm,"F. Duarte, F. Sikansi, F. Fatore, S. Fadel, and F. Paulovich",,,1,papers/notes/2019-mdp-visual-analytics-survey.md,papers/raw/Multidimensional_Projection_for_Visual_Analytics_Linking_Techniques_with_Distortions_Tasks_and_Layout_Enrichment (1).pdf,1,2,1,high,title_keywords=2; body_citation_context=1,missing,collect_pdf,missing,,,,no_candidate_url
pending-ref-158,LoCH: A neighborhood-based multidimensional projection technique for highdimensional sparse spaces,"S. Fadel, F. Fatore, F. Duarte, and F. Paulovich",2015,,1,papers/notes/2019-mdp-visual-analytics-survey.md,papers/raw/Multidimensional_Projection_for_Visual_Analytics_Linking_Techniques_with_Distortions_Tasks_and_Layout_Enrichment (1).pdf,1,4,0,high,title_keywords=4,missing,collect_pdf,missing,,,,no_candidate_url
pending-ref-160,Orthogonalneighborhoodpreserving projections: a projection-based dimensionality reduction technique,"KokiopoulouE,SaadY",2007,,1,papers/notes/2015-gisbrecht-nonlinear-dr-visualization.md,papers/raw/WIREs Data Min   Knowl - 2015 - Gisbrecht - Data visualization by nonlinear dimensionality reduction.pdf,1,4,0,medium,title_keywords=4,missing,collect_pdf,missing,,,,no_candidate_url
pending-ref-163,Neighborhood Preserving Embedding Proc,"[He2005] He, X.; Cai, D.; Yan, S. & Zhang, H. J",2005,,1,papers/notes/2014-sorzano-survey-dr-techniques.md,papers/raw/1403.2877v1.pdf,1,3,0,medium,title_keywords=3,missing,collect_pdf,missing,,,,no_candidate_url
pending-ref-164,Neighborhoodpreserving embedding,"HeX,CaiD,YanS,ZhangH",2005,10.1002/widm.1147,1,papers/notes/2015-gisbrecht-nonlinear-dr-visualization.md,papers/raw/WIREs Data Min   Knowl - 2015 - Gisbrecht - Data visualization by nonlinear dimensionality reduction.pdf,1,3,0,medium,title_keywords=3; doi_found,missing,collect_pdf,missing,,https://api.wiley.com/onlinelibrary/tdm/v1/articles/10.1002%2Fwidm.1147,crossref_doi,http_400
pending-ref-166,Projection Ensemble: Visualizing the Robust Structures of Multidimensional Projections,"Myeongwon Jung, Jiwon Choi, and Jaemin Jo",2023,10.1109/VIS54172,1,papers/notes/2025-jeon-reliable-va-survey.md,papers/raw/jeon25chi (4).pdf,1,2,0,medium,title_keywords=2; doi_found,missing,collect_pdf,missing,,https://ieeexplore.ieee.org/document/10360924/,openalex_title,no_pdf_content
pending-ref-168,VisExPreS: A Visual Interactive Toolkit for User-Driven Evaluations of Embeddings,"Aindrila Ghosh, Mona Nashaat, James Miller, and Shaikh Quader",2022,10.1109/TVCG.2020.3039106,1,papers/notes/2025-jeon-reliable-va-survey.md,papers/raw/jeon25chi (4).pdf,1,2,0,medium,title_keywords=2; doi_found,missing,collect_pdf,missing,,https://pubmed.ncbi.nlm.nih.gov/33211658/,openalex_doi,no_pdf_content
pending-ref-170,Using multiple attribute-based explanations of multidimensional projections to explore high-dimensional data,"Zonglin Tian, Xiaorui Zhai, Daan van Driel, Gijs van Steenpaal, Mateus Espadoto, and Alexandru Telea",2021,10.1016/j.cag.2021.04.034,1,papers/notes/2025-jeon-reliable-va-survey.md,papers/raw/jeon25chi (4).pdf,1,2,0,medium,title_keywords=2; doi_found,missing,collect_pdf,missing,,https://research.rug.nl/en/publications/using-multiple-attribute-based-explanations-of-multidimensional-p/,openalex_doi,no_pdf_content
pending-ref-171,SolarView: Low Distortion Radial Embedding with a Focus,"Thom Castermans, Kevin Verbeek, Bettina Speckmann, Michel A. Westenberg, Rob Koopman, Shenghui Wang, Hein van den Berg, and Arianna Betti",2019,10.1109/TVCG.2018.2865361,1,papers/notes/2025-jeon-reliable-va-survey.md,papers/raw/jeon25chi (4).pdf,1,2,0,medium,title_keywords=2; doi_found,missing,collect_pdf,missing,,https://dare.uva.nl/search?identifier=f36365a0-b0b6-469a-a208-9a6f63349c83,openalex_doi,no_pdf_content
pending-ref-172,Agreement Analysis of Quality Measures for Dimensionality Reduction,Bastian Rieck and Heike Leitte,2017,10.1007/978-3-319-44684-4_6,1,papers/notes/2025-jeon-reliable-va-survey.md,papers/raw/jeon25chi (4).pdf,1,2,0,medium,title_keywords=2; doi_found,missing,collect_pdf,missing,,https://link.springer.com/chapter/10.1007/978-3-319-44684-4_6?error=cookies_not_supported&code=8451d976-42c4-4870-9f22-824ac2299ae3,doi_landing,no_pdf_content
pending-ref-173,Random projection-based dimensionality reduction method for hyperspectral target detection,"W. Feng, Q. Chen, W. He, G. R. Arce, G. Gu, and J. Zhuang",2015,,1,papers/notes/2017-random-projection-survey.md,papers/raw/1706.04371v4.pdf,1,2,0,high,title_keywords=2,missing,collect_pdf,missing,,https://www.spiedigitallibrary.org/redirect/proceedings/proceeding?doi=10.1117/12.2187709,openalex_title,no_pdf_content
pending-ref-174,Quality-based guidance for exploratory dimensionality reduction,"Sara Johansson Fernstad, Jane Shaw, and Jimmy Johansson",2013,10.1177/1473871612460526,1,papers/notes/2025-jeon-reliable-va-survey.md,papers/raw/jeon25chi (4).pdf,1,2,0,medium,title_keywords=2; doi_found,missing,collect_pdf,missing,,https://journals.sagepub.com/doi/pdf/10.1177/1473871612460526,crossref_doi,http_403
pending-ref-175,iLAMP: Exploring highdimensional spacing through backward multidimensional projection,"Elisa Portes dos Santos Amorim, Emilio Vital Brazil, Joel Daniels, Paulo Joia, Luis Gustavo Nonato, and Mario Costa Sousa",2012,10.1109/VAST.2012.6400489,1,papers/notes/2025-jeon-reliable-va-survey.md,papers/raw/jeon25chi (4).pdf,1,2,0,medium,title_keywords=2; doi_found,missing,collect_pdf,missing,,https://ieeexplore.ieee.org/document/6400489/,openalex_doi,no_pdf_content
pending-ref-176,Learning linear discriminant projections for dimensionality reduction of image descriptors,"[Cai2011] Cai, H.; Mikolajczyk, K. & Matas, J",2011,,1,papers/notes/2014-sorzano-survey-dr-techniques.md,papers/raw/1403.2877v1.pdf,1,2,0,medium,title_keywords=2,missing,collect_pdf,missing,,https://openresearch.surrey.ac.uk/esploro/outputs/journalArticle/Learning-linear-discriminant-projections-for-dimensionality/99516138602346#file-1,openalex_title,no_pdf_content
pending-ref-177,Maximal Linear Embedding for Dimensionality Reduction,"[Wang2011] Wang, R.; Shan, S.; Chen, X.; Chen, J. & Gao, W",2011,,1,papers/notes/2014-sorzano-survey-dr-techniques.md,papers/raw/1403.2877v1.pdf,1,2,0,medium,title_keywords=2,missing,collect_pdf,missing,,https://pubmed.ncbi.nlm.nih.gov/21358001/,openalex_title,no_pdf_content
pending-ref-178,Random-projection-based dimensionality reduction and decision fusion for hyperspectral target detection,"Q. Du, J. E. Fowler, and B. Ma",2011,,1,papers/notes/2017-random-projection-survey.md,papers/raw/1706.04371v4.pdf,1,2,0,high,title_keywords=2,missing,collect_pdf,missing,,https://ieeexplore.ieee.org/document/6049468/,openalex_title,no_pdf_content
pending-ref-179,Clustered Nyström method for large scale manifold learning and dimension reduction,"Zhang K, Kwok JT",2010,,1,papers/notes/2015-gisbrecht-nonlinear-dr-visualization.md,papers/raw/WIREs Data Min   Knowl - 2015 - Gisbrecht - Data visualization by nonlinear dimensionality reduction.pdf,1,2,0,medium,title_keywords=2,missing,collect_pdf,missing,,http://repository.hkust.edu.hk/ir/Record/1783.1-39856,openalex_title,url_error:_ssl.c:1112: The handshake operation timed out
pending-ref-180,iVisClassiﬁer: An interactive visual analytics system for classiﬁcation based on supervised dimension reduction,"J. Choo, H. Lee, J. Kihm, and H. Park",2010,,1,papers/notes/2019-mdp-visual-analytics-survey.md,papers/raw/Multidimensional_Projection_for_Visual_Analytics_Linking_Techniques_with_Distortions_Tasks_and_Layout_Enrichment (1).pdf,1,2,0,high,title_keywords=2,missing,collect_pdf,missing,,,,no_candidate_url
pending-ref-181,Data visualization and dimensionality reduction using kernel maps with a reference point,J.A.K. Suykens,2007,,1,papers/notes/2009-comparative-review-dr-techniques.md,papers/raw/Dimensionality_Reduction_A_Comparative_Review.pdf,1,2,0,medium,title_keywords=2,missing,collect_pdf,missing,,https://pubmed.ncbi.nlm.nih.gov/18779084/,openalex_title,no_pdf_content
pending-ref-182,Semideﬁnite embedding for the dimensionality reduction of DNA microarray data,R. Kharal,2006,,1,papers/notes/2009-comparative-review-dr-techniques.md,papers/raw/Dimensionality_Reduction_A_Comparative_Review.pdf,1,2,0,medium,title_keywords=2,missing,collect_pdf,missing,,,,no_candidate_url
pending-ref-183,Vizrank: Data visualization guided by machine learning,"Gregor Leban, Blaž Zupan, Gaj Vidmar, and Ivan Bratko",2006,10.1007/s10618-005-0031-5,1,papers/notes/2025-jeon-reliable-va-survey.md,papers/raw/jeon25chi (4).pdf,1,2,0,medium,title_keywords=2; doi_found,missing,collect_pdf,missing,,https://link.springer.com/article/10.1007/s10618-005-0031-5?error=cookies_not_supported&code=8ed4966e-da28-44ba-ae9c-80165a6d77fb,doi_landing,no_pdf_content
pending-ref-184,Principal Manifolds and Nonlinear Dimensionality Reduction via Tangent Space Alignment SIAM J,"[Zhang2004] Zhang, Z. & Zha, H",2004,,1,papers/notes/2014-sorzano-survey-dr-techniques.md,papers/raw/1403.2877v1.pdf,1,2,0,medium,title_keywords=2,missing,collect_pdf,missing,,,,no_candidate_url
pending-ref-185,Super-resolution through neighbor embedding,"H. Chang, D.-Y . Y eung, and Y . Xiong",2004,,1,papers/notes/2009-comparative-review-dr-techniques.md,papers/raw/Dimensionality_Reduction_A_Comparative_Review.pdf,1,2,0,medium,title_keywords=2,missing,collect_pdf,missing,,https://citeseerx.ist.psu.edu/viewdoc/summary?doi=10.1.1.78.4611,openalex_title,no_pdf_content
pending-ref-186,A survey of dimension reduction techniques Lawrence Livermore Natl,"[Fodor2002] Fodor, I. K",2002,,1,papers/notes/2014-sorzano-survey-dr-techniques.md,papers/raw/1403.2877v1.pdf,1,2,0,medium,title_keywords=2,missing,collect_pdf,missing,,,,no_candidate_url
pending-ref-187,Random projection in dimensionality reduction: applications to image and text data Proc,"[Bingham2001] Bingham, E. & Mannila, H",2001,,1,papers/notes/2014-sorzano-survey-dr-techniques.md,papers/raw/1403.2877v1.pdf,1,2,0,medium,title_keywords=2,missing,collect_pdf,missing,,,,no_candidate_url
